UUID,Brand name,Title,Product image,Condition,Price,Item #:,Estimated Retail Price:,Dimensions:,Includes:,Circa:,Made In:,Size:,Handle Drop:,Strap Length:,Exterior Color:,QA Tag:,Exterior Material:,2nd Strap Length:
481139b4-3e2a-48d9-a0ee-6d6be9349c36,Bottega Veneta,Black Intrecciato Nappa Mini Sunrise Bag,https://mygemma.com/cdn/shop/files/142201-fv_2737e6de-fd70-4706-aa6c-342ff8e54aec_200x200.jpg?v=1727940286,Excellent,"$1,350",142201,,9.25 x 6.5 x 1.5,Dustbag;Care Booklet,,Italy,Mini,7.9,,,,,
8b4aa2d1-d6d5-4518-ae62-b5d57ad382d7,Saint Laurent,Matt Gold Quilted Suede Gaby Zipped Pouch,https://mygemma.com/cdn/shop/files/139750-fv_1c0f1c6c-0b49-4edf-8547-2b92257e42cf_200x200.jpg?v=1727940253,Excellent,"$1,250",139750,"1,590",7.0 x 5.25 x 1.0,Box;Dustbag;Care Booklet;Retail Tag,2023,Italy,,,24,,,,
bc34946a-35fb-4025-87e9-0066ad2bbd62,Bottega Veneta,Yellow Nappa Intrecciato East West Loop Camera Bag,https://mygemma.com/cdn/shop/files/142220-fv_4a82acad-ccdc-491e-9097-d7b5a73bcda2_200x200.jpg?v=1727940234,Pristine,"$1,250",142220,,7.5 x 4.5 x 2.8,Dustbag;Care Booklet,,Italy,,,20,,,,
22623d79-7f7c-4288-bf47-cb6c18f46203,Saint Laurent,Olive Smooth Calfskin Mini Le 5 À 7 Hobo,https://mygemma.com/cdn/shop/files/142240-fv_200x200.jpg?v=1727940220,Excellent,"$1,250",142240,"1,750",7.25 x 4.5 x 1.5,Box;Dustbag;Care Booklet;Retail Tag,2023,Italy,Mini,6,,,,,
23d1ac40-a78b-470b-8bed-905ee706a32c,Chanel,19C Black Quilted Caviar Front Pocket Large Shopping Bag,https://mygemma.com/cdn/shop/files/142477-fv_200x200.jpg?v=1727940207,Excellent,"$4,250",142477,"4,900",13.7 x 11.5 x 4.7,Dustbag;Authenticity Card;Retail Tag,2019,France,,,11,,,,
4b477a9b-0d88-4b1e-abe6-8b4376183f66,Louis Vuitton,Black Monogram Empreinte Neo Alma PM,https://mygemma.com/cdn/shop/files/142475-fv_33815ed1-8158-49d9-9ef2-173ec9498874_200x200.jpg?v=1727940189,Very Good,"$1,850",142475,,12.5 x 9.0 x 5.0,Clochette;Dustbag;Lock;Key;Removable Straps,2021-2023,France,PM,3.5,17.00,,,,
17b1c731-3a83-49a7-af45-b3121db2d6a1,Unknown Brand,Black Velvet Crystal Mini Saddle Bag,https://mygemma.com/cdn/shop/files/142474-fv_d3e40a1d-3982-4b83-9a46-693a103c1a5d_200x200.jpg?v=1727940171,Excellent,"$2,450",142474,,10.0 x 7.0 x 2.0,Dustbag,2019,Italy,Mini,3.5,,,,,
ea29210f-0355-4d93-afe3-0180d81bfbde,Chanel,Black Navy Camo Sequin Medium Single Flap Bag,https://mygemma.com/cdn/shop/files/142473-fv_200x200.jpg?v=1727940153,Excellent,"$5,800",142473,,10.0 x 6.5 x 2.8,Dustbag;Authenticity Card,2016-2017,Italy,,,11-20,,,,
fad7ab14-957d-4bab-af6b-28ada535443d,Unknown Brand,White Goyardine Canvas Bulldog Saint Louis PM,https://mygemma.com/cdn/shop/files/142471-fv_200x200.jpg?v=1727912639,Very Good,"$2,050",142471,,13.5 x 11.0 x 6.0,Pochette,2021,France,PM,,7.5,,,,
84d99325-e895-4e19-85d3-733552e56b6f,Louis Vuitton,Damier Ebene Canvas Siena PM,https://mygemma.com/cdn/shop/files/142470-fv_e32ea807-33f0-4071-9427-994e9077b65c_200x200.jpg?v=1727940133,Very Good,"$1,200",142470,,10.0 x 8.3 x 4.8,Dustbag;Removable Straps,2017,France,PM,3.5,21.5,,,,
44960f54-4c7e-46dd-b8e5-83609e229726,Louis Vuitton,Monogram Canvas Pochette Metis,https://mygemma.com/cdn/shop/files/142469-fv_200x200.jpg?v=1727912600,Very Good,"$1,850",142469,"2,620",9.5 x 7.5 x 2.0,Removable Straps,2020,France,,1.00,19.00,,,,
fd9f9600-c4cb-462a-971b-1f85cf04b165,Louis Vuitton,Blue Giant Monogram Canvas By The Pool Neverfull MM,https://mygemma.com/cdn/shop/files/142467-fv_12d2bb23-ec34-41c8-b1e5-2b9ddf0252b5_200x200.jpg?v=1727912581,Very Good,"$2,050",142467,,12.6 x 11.5 x 6.7,Box;Dustbag;Pochette;Receipt;Gift Ribbon;Charm,2021-2023,France,MM,,8.5,,,,
eca5b871-1245-490a-8ab6-6fb254e2dc13,Unknown Brand,White Goyardine Canvas Monte Carlo Boise Clutch,https://mygemma.com/cdn/shop/files/142464-fv_200x200.jpg?v=1727912564,Excellent,"$2,200",142464,,12.0 x 6.5 x 1.0,Box;Care Booklet;Felt Protector;Retail Tag,2019,France,,,,,,,
83f33795-33af-475a-8c04-aa0203dbe572,Chanel,White Lambskin Multicolor Chain Intertwined Small Flap Bag,https://mygemma.com/cdn/shop/files/142459-fv_d10bd6b3-7126-46a2-99ea-d0bb423a3b68_200x200.jpg?v=1727940113,Excellent,"$4,950",142459,,8.5 x 6.0 x 2.3,Receipt;Authenticity Card,2021,Italy,,,11-21.5,,,,
d31ed7c2-654a-4827-bae9-2475945c2809,Hermès,Bleu Paon Epsom Constance Long Wallet,https://mygemma.com/cdn/shop/files/142457-fv_51fbe03b-f6c3-4c6d-877a-f1c30def57e6_200x200.jpg?v=1727944018,Excellent,"$3,400",142457,,8.0 x 5.0 x 1.0,None,2017,France,,,,,,,
0f4e0e6a-7bc3-43c6-8f60-2c469dfd2872,Unknown Brand,White Lambskin Star Studded Cannage Dioraddict Flap Bag,https://mygemma.com/cdn/shop/files/142456-fv_200x200.jpg?v=1727940079,Good,"$1,150",142456,,8.2 x 5.6 x 2.8,Removable Straps,2022,Italy,,5,11-20,,,,
5d70c182-947d-48cd-9754-dd531c42b23f,Chanel,Pink PVC Patent CC North South Filigree Vanity Case,https://mygemma.com/cdn/shop/files/142455-fv_200x200.jpg?v=1727940060,Good,"$2,450",142455,,5.0 x 6.5 x 3.5,Clochette;Lock;Key,2019,Italy,,1.8,22,,,,
2dd9589e-24df-440c-bf5b-dcd42d2b858e,Chanel,Gold Metal Chain Embellished Mini Frame Pouch,https://mygemma.com/cdn/shop/files/142454-fv_200x200.jpg?v=1727940039,Excellent,"$3,300",142454,"3,775",2.75 x 2.5 x 0.25,Box;Dustbag,,Italy,,,22.5,,,Metal,
a339c1d1-214c-4d67-adc2-bb0d09dbdffe,Chanel,Black White Calfskin Crochet Medium Chanel 19 Flap Bag,https://mygemma.com/cdn/shop/files/142453-fv_200x200.jpg?v=1727912440,Very Good,"$4,750",142453,,12.0 x 8.0 x 3.5,None,2020,France,,4.00,18,,,,
6318b471-2787-4733-b529-165ddd240962,Louis Vuitton,Monogram Canvas Favorite MM,https://mygemma.com/cdn/shop/files/142451-fv_200x200.jpg?v=1727940022,Fair,"$1,150",142451,,9.5 x 6.3 x 1.3,Additional Strap;Removable Straps,2016,France,MM,,7.5,,,Monogram Canvas,21
14416cea-5cf5-484b-9430-cbeb1a20b3f6,Unknown Brand,Yellow Goyardine Canvas Reversible Artois PM,https://mygemma.com/cdn/shop/files/142450-fv_cd83ec93-ea2f-4786-8b35-5673beaee667_200x200.jpg?v=1727912403,Excellent,"$2,750",142450,,13.0 x 11.0 x 6.0,Dustbag;Pochette;Felt Protector;Retail Tag,2019,France,PM,,7.00,,,,
fe9888eb-fbc0-45ab-8317-9cd4b44ff9a6,Chanel,Black Quilted Lambskin Classic Wallet On Chain,https://mygemma.com/cdn/shop/files/142448-fv_b2db1ba6-1271-478e-9dba-3f4b36f71e57_200x200.jpg?v=1727944002,Excellent,"$3,300",142448,,75.0 x 5.5 x 1.0,Box;Dustbag;Care Booklet;Felt Protector,2021-2023,France,,,24,,,,
1a3655e6-df15-4684-ab41-ee5a0a072d66,Louis Vuitton,Black Monogram Empreinte Petite Sac Plat,https://mygemma.com/cdn/shop/files/142446-fv_200x200.jpg?v=1727939985,Excellent,"$1,250",142446,"1,900",5.5 x 6.7 x 1.8,Removable Straps,2021-2023,France,,2.5,22.5,,,,
1bba2ec1-cf3d-4799-8dde-dfebd00bf8e6,Louis Vuitton,Black Monogram Canvas Retiro NM,https://mygemma.com/cdn/shop/files/142438-fv_4a474be6-8662-442c-ab62-f129944b45b9_200x200.jpg?v=1727939965,Very Good,"$1,750",142438,,12.8 x 10.5 x 6.3,Box;Clochette;Dustbag;Lock;Receipt;Care Booklet;Key;Removable Straps,2015,France,,5.5,15-16.5,LV Monogram,,,
f46e88aa-a7ef-472a-92c1-178a04a907ce,Louis Vuitton,Monogram Canvas Favorite MM,https://mygemma.com/cdn/shop/files/142431-fv_200x200.jpg?v=1727939946,Good,"$1,150",142431,,11.0 x 6.0 x 1.8,Dustbag;Removable Straps,2015,France,,7.5,22,LV Monogram,,,
ed5ec720-7f53-485f-b9ed-fcdd61da3a49,Louis Vuitton,Black Epi Petite Malle,https://mygemma.com/cdn/shop/files/142430-fv_938c7064-56d6-48b6-bb22-55424bf1a4a4_200x200.jpg?v=1727939934,Good,"$2,050",142430,"5,900",7.4 x 4.5 x 2.0,,2014,France,,,20-23.5,,,,
a166d3b6-0f12-405d-83e1-31d1dadea6f8,Bottega Veneta,Parakeet Intrecciato Lambskin Mini Jodie,https://mygemma.com/cdn/shop/files/142406-fv_200x200.jpg?v=1727912348,Very Good,"$1,250",142406,"2,800",9.5 x 5.0 x 3.0,Dustbag,,Italy,,2.5,,,,,
a47c0c12-e61a-4f9e-8707-d395eee4939c,Chanel,Blue Quilted Caviar Business Affinity Backpack,https://mygemma.com/cdn/shop/files/142403-fv_c512355b-1294-45e6-8e36-e46184c6d34f_200x200.jpg?v=1727939914,Excellent,"$4,050",142403,,9.0 x 9.8 x 6.0,Box;Dustbag;Gift Ribbon;Care Booklet;Authenticity Card;Retail Tag,2019,France,,3.5,13-15,,,Caviar,
b4687506-b9cd-451d-a7a6-b78a0e800302,Prada,Black Saffiano Large Zip Around Wallet,https://mygemma.com/cdn/shop/files/142402-fv_858b4245-af18-43ed-8f91-e5926193da58_200x200.jpg?v=1727799379,Good,$150,142402,,7.2 x 4.2 x 1.0,Box;Dustbag,,Spain,,,,,,Saffiano,
c6df6edf-2f83-4763-9913-2e2ca934e5d2,Chanel,Black Quilted Lambskin Medium Boy Bag,https://mygemma.com/cdn/shop/files/142401-fv_200x200.jpg?v=1727943984,Good,"$3,950",142401,"6,900",10.0 x 6.0 x 3.0,,2019,Italy,,,11-20,,,Lambskin,
2d775903-e41b-4223-bac3-f731cbe4ec94,Chanel,Paris Greece Black Gold Burgundy Stripe Calfskin CC Flap Clutch,https://mygemma.com/cdn/shop/files/142396-fv_200x200.jpg?v=1727939897,Excellent,"$2,050",142396,,13.75 x 7.25 x 1.0,Dustbag,2018,France,,,,,,Calfskin,
da9bde31-60dc-4284-8855-6b8c9104356e,Louis Vuitton,Rose Poudre Monogram Canvas Neonoe MM,https://mygemma.com/cdn/shop/files/142387-fv_200x200.jpg?v=1727912269,Fair,"$1,150",142387,"2,030",10.2 x 10.2 x 6.9,Box;Dustbag,,France,,13.5,24,LV Monogram,,,
b8e830c1-9389-43cf-8963-077194835ba4,Chanel,Black Quilted Lambskin Medium Chanel 19 Flap Bag,https://mygemma.com/cdn/shop/files/142376-fv_200x200.jpg?v=1727912248,Excellent,"$5,500",142376,"6,600",10.0 x 7.0 x 3.0,Box;Dustbag;Gift Ribbon;Care Booklet,,Italy,,3,20,,,Lambskin,
91084fa2-1e24-444f-84d2-1a6d795f893c,Chanel,22C Black Quilted Lambskin Pearl Crush Mini Flap Bag,https://mygemma.com/cdn/shop/files/142369-fv_b8a87b5c-b80a-4a15-82ee-9e3b1a883388_200x200.jpg?v=1727939877,Excellent,"$5,500",142369,,6.8 x 5.0 x 3.0,Box;Dustbag;Receipt;Gift Ribbon,,Italy,Mini,,1-22,,,,
9ba2fecd-b6f7-48f6-8c70-1a78cd0b3d3e,Louis Vuitton,Black Calfskin Nanogram Monogram Clutch,https://mygemma.com/cdn/shop/files/142365-fv_d1717b23-925d-4153-9553-30ccec54745c_200x200.jpg?v=1727939858,Pristine,"$3,950",142365,,12.0 x 6.0 x 6.0,Box;Dustbag;Retail Tag,,Italy,,3.5,10.5,,,Calfskin,
4acec1cb-6f3c-4b95-a926-5373bf764ab6,Louis Vuitton,Black Leather Suhali Lockit MM,https://mygemma.com/cdn/shop/files/142352-fv_bfba8896-6e1c-41a2-ae81-3b00857f2ead_200x200.jpg?v=1727939839,Very Good,"$1,050",142352,,13.0 x 11.9 x 7.0,Clochette;Lock;Key,2006,France,MM,5,,,,,
634a4edd-1461-4ba2-8fbb-c770c67a85fe,Chanel,Black Quilted Caviar Small Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/142351-fv_200x200.jpg?v=1727939822,Excellent,"$7,800",142351,"10,400",9.0 x 6.0 x 2.5,Box;Dustbag;Gift Ribbon;Care Booklet,2021-2023,France,,,,,,Caviar,
8aabe712-ef69-49e2-b80d-6822230aca31,Louis Vuitton,Cerise Monogram Empreinte Zippy Wallet,https://mygemma.com/cdn/shop/files/142348-fv_41627418-8365-4ce8-8c87-44301ea116c8_200x200.jpg?v=1727912169,Very Good,$400,142348,,7.8 x 4.5 x 1.0,,2018,France,,,,,,,
4b65bbd6-d182-4845-b285-57e3a1e3853b,Louis Vuitton,Dahlia Monogram Empreinte Montaigne BB,https://mygemma.com/cdn/shop/files/142347-fv_e0671b13-1070-42d8-85cf-fadca37c2e06_200x200.jpg?v=1727939803,Very Good,"$1,650",142347,,10.0 x 7.0 x 4.0,Clochette;Lock;Key;Removable Straps,2015,France,BB,3.5,20,,,Monogram Empreinte,
8b06b454-7c13-47f3-9e1d-090d7006485b,Chanel,Black Quilted Caviar Medium Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/142330-fv_200x200.jpg?v=1727912125,Excellent,"$7,300",142330,"10,800",9.9 x 6.0 x 2.5,Box;Dustbag;Gift Ribbon;Care Booklet;Authenticity Card;Retail Tag,2018,France,,,9-16,,,,
64e5055e-6eb0-4025-84a3-8910033ccfa2,Louis Vuitton,Pastel Monogram Giant Escale Onthego GM,https://mygemma.com/cdn/shop/files/142318-fv_200x200.jpg?v=1727943965,Very Good,"$1,750",142318,,16.3 x 13.0 x 6.5,Box;Dustbag;Receipt;Gift Ribbon;Care Booklet,2020,US,,5.00,12,,,,
0b3d7d3e-b935-4fa8-a84b-75792d5ab179,Hermès,Biscuit Negonda Garden Party 30 TPM,https://mygemma.com/cdn/shop/files/142310-fv_200x200.jpg?v=1727912089,Pristine,"$5,500",142310,,12.0 x 8.5 x 5.5,Box;Dustbag;Care Booklet,2023,France,30,4,,,,,
f8108b64-274d-44cc-8e58-5fb7c1146831,Chanel,Black White Tweed Woven Patent Medium Flap Bag,https://mygemma.com/cdn/shop/files/142304-fv_54729dfe-c55e-439b-8a74-3585cd31d601_200x200.jpg?v=1727939781,Good,"$2,850",142304,,10.2 x 6.0 x 2.5,Dustbag,2004-2005,France,,9,16,,,,
0c778b64-4c74-4a37-bab7-937751049ed6,Chanel,Black Quilted Lambskin Mini Coco Mail Clutch With Chain,https://mygemma.com/cdn/shop/files/142600-fv_200x200.jpg?v=1727939506,Excellent,"$2,650",142600,,4.5 x 4.0 x 1.3,Dustbag,2021,Italy,,,21,,,,
0940af3b-a312-4eb2-8ad9-f2dc0a3d3884,Unknown Brand,Black Tan Goyardine Canvas Grand Hotel Trunk Bag,https://mygemma.com/cdn/shop/files/142581-fv_1a8025df-17ee-4398-ab24-a17805a3f352_200x200.jpg?v=1727911837,Pristine,"$5,100",142581,,,Dustbag;Care Booklet;Retail Tag,,France,,,,,,,
e7f3c440-7598-4a42-b0ac-c82c54a933c6,Gucci,Red Pebbled Calfskin Medium Soho Crossbody Flap Bag,https://mygemma.com/cdn/shop/files/142536-fv_200x200.jpg?v=1727939487,Very Good,$650,142536,,10.5 x 5.5 x 1.7,Dustbag;Tassels;Care Booklet,,Italy,,,21,,,,
c178feec-a4ae-4f8f-8013-d86407bfc646,Unknown Brand,Black Beige Paper Straw One Piece Demi Lune Bag,https://mygemma.com/cdn/shop/files/142522-fv_200x200.jpg?v=1727939468,Excellent,$850,142522,"2,080",12.5 x 6.5 x 0.5,Dustbag,,Italy,,,5.5-16.5,,,,
d60d3b1c-1c99-42dd-8a29-9a78e7cf7438,Hermès,Etoupe Toile Officier Swift Neo Evelyne 29 PHW,https://mygemma.com/cdn/shop/files/142519-fv_200x200.jpg?v=1727939449,Pristine,"$4,950",142519,,11.0 x 12.5 x 2.5,Dustbag;Removable Straps,,France,,,11.5,,,,
ba162e1f-f333-4ba6-8f6c-cabf86234f2d,Louis Vuitton,Damier Azur Canvas Hampstead GM,https://mygemma.com/cdn/shop/files/142518-fv_9c94fc8e-47cf-42e4-8ee4-6ae753e03ddd_200x200.jpg?v=1727939431,Very Good,$850,142518,,13.7 x 11.0 x 6.5,Dustbag;Care Booklet,2013,Spain,GM,,10.5,,,,
3fe54a8f-95ca-4709-9e38-fc2e9ddc9833,Louis Vuitton,x Sofia Coppola Monogram Canvas Slim Clutch,https://mygemma.com/cdn/shop/files/142515-fv_87dfc79a-9ce2-4f32-ac02-b15d662af814_200x200.jpg?v=1727939414,Good,"$1,050",142515,,10.1 x 6.0 x 0.9,Dustbag,2005,Italy,,,,LV Monogram,,,
af5acf47-ef5e-4988-9c42-8d1fbaac2003,Louis Vuitton,Navy Damier Graphite Canvas 3D Studio Messenger,https://mygemma.com/cdn/shop/files/142513-fv_d765f6d0-ee93-426a-b296-45357917a238_200x200.jpg?v=1727939396,Excellent,"$1,250",142513,,6.0 x 9.0 x 2.5,Box;Dustbag;Removable Straps,,,,,15-24,,,Damier Graphite,
e511b455-7388-411c-8da7-afbb1081766f,Louis Vuitton,Black Monogram Canvas Tournelle,https://mygemma.com/cdn/shop/files/142508-fv_aadb4003-af9c-4aaa-90f5-cfddb6f74633_200x200.jpg?v=1727939380,Very Good,"$1,150",142508,,17.5 x 11.0 x 6.0,Removable Straps,2017,US,,9,20,LV Monogram,,,
dfa05ccc-65b5-4666-a9f7-aa2f8d46ccb3,Gucci,Green Dollar Calfskin Enamel GG Monochrome Marmont Chain Wallet,https://mygemma.com/cdn/shop/files/142500-fv_200x200.jpg?v=1727940959,Excellent,$750,142500,"1,100",8.0 x 5.0 x 1.25,Box;Dustbag;Care Booklet;Retail Tag,,Italy,,,23,Green Dollar,,Calfskin,
81a5964b-6a36-4913-87e0-77110fa2c62b,Unknown Brand,Black Goyardine Canvas Plumet Pocket Wallet,https://mygemma.com/cdn/shop/files/141961-fv_a3f132c1-0860-4045-a605-ab00243c24c1_200x200.jpg?v=1727911704,Pristine,"$1,850",141961,,8.0 x 5.25 x 0.5,Additional Strap;Dustbag;Removable Straps,2023,France,,22.5,,,,Goyardine Canvas,
ed9c6889-0a24-4cd4-99cd-c137e13a0014,Chanel,Black Quilted Caviar Medium Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/138925-fv_c0228783-e7a9-43dc-b493-c903e351f7df_200x200.jpg?v=1727705652,Good,"$6,000",138925,"10,800",10.0 x 6.0 x 2.5,Box;Dustbag;Care Booklet;Authenticity Card,2018,France,Medium,,9-17,,,,
6aa6a862-2f81-4de9-96e9-3932669d57fc,Unknown Brand,Light Blue Oblique Jacquard Canvas Saddle Bag,https://mygemma.com/cdn/shop/files/139041-fv_200x200.jpg?v=1727911684,Excellent,"$3,400",139041,"3,950",9.5 x 7.75 x 2.5,Box;Dustbag;Authenticity Card,2021,Italy,,,7.75,Cornflower Blue,,,
9101a12d-e302-455f-ba32-92cbb7bcd396,Louis Vuitton,Pivoine Epi Alma BB,https://mygemma.com/cdn/shop/files/142534-fv_b6948f52-0e09-42da-ae56-01e1c621296c_200x200.jpg?v=1727939362,Excellent,"$1,050",142534,,9.0 x 7.0 x 4.3,Clochette;Dustbag;Lock;Care Booklet;Key;Removable Straps,2012,France,BB,3.5,20.5,,,,
2d427dc1-c81f-4988-a251-08bdafbd672d,Louis Vuitton,Black Epi Zippy Coin Purse,https://mygemma.com/cdn/shop/files/141963-fv_200x200.jpg?v=1727939339,Very Good,$400,141963,515,4.5 x 3.5 x 0.75,Box;Dustbag,2009,France,,,,,,Epi Leather,
413b9a75-cb3e-4bcc-837c-81b572ccaff6,Chanel,Black Quilted Calfskin Urban Spirit Backpack,https://mygemma.com/cdn/shop/files/140110-fv_a92c97bf-1608-4203-b79a-baf3deaf5bf7_200x200.jpg?v=1727939324,Good,"$3,300",140110,,7.5 x 10.5 x 4.0,Dustbag,2017-2018,Italy,,3.25,16-17,,,Lambskin,
9d9e3100-6966-4059-8a40-67df24680448,Gucci,Black GG Canvas Web Hasler Hobo,https://mygemma.com/cdn/shop/files/140030-fv_74308cf5-b384-4057-8108-b6f697776204_200x200.jpg?v=1727939307,Very Good,$500,140030,,13.25 x 10.0 x 1.25,Dustbag,,Italy,,8,,,,,
11367841-6f9a-4627-81bb-72cdb8246352,Unknown Brand,Brown Zucchino Canvas Boston Tote,https://mygemma.com/cdn/shop/files/139978-fv_200x200.jpg?v=1727939290,Very Good,$480,139978,,13.0 x 8.0 x 3.0,Dustbag,,Italy,,,8.5,,,,
db641b33-863e-4e3f-81ef-9c85c417c945,Louis Vuitton,Rose Poudre Monogram Canvas Daily Pouch,https://mygemma.com/cdn/shop/files/139962-fv_200x200.jpg?v=1727939272,Very Good,$550,139962,760,11.75 x 8.25 x 0.5,None,2021-2023,France,,,,Rose Poudre,,Monogram Canvas,
565b3581-73fb-4af8-9a29-f3df4027ea55,Louis Vuitton,Monogram Canvas Cerises Pochette Accessoires,https://mygemma.com/cdn/shop/files/139451-fv_1757c0be-6909-413c-ac13-b77b0de82eed_200x200.jpg?v=1727939254,Good,"$1,350",139451,,8.25 x 5.0 x 1.5,Dustbag,2005,France,,6,,,,Monogram Canvas,
c6e03383-0e33-4966-823c-1fffd1b288ff,Louis Vuitton,Reverse Monogram Eclipse Canvas Trio Messenger,https://mygemma.com/cdn/shop/files/139293-fv_200x200.jpg?v=1727939231,Excellent,"$1,850",139293,"2,500",10.0 x 9.5 x 1.75,Pochette;Removable Straps,2021-2023,France,,,24.5,,,Monogram Canvas,
5f7b97d8-68c8-4bd1-b316-7aae3fd5102c,Louis Vuitton,Black Mahina Selene MM,https://mygemma.com/cdn/shop/files/139195-fv_200x200.jpg?v=1727939211,Very Good,"$1,350",139195,,16.0 x 14.0 x 1.5,Additional Strap;Clochette;Dustbag;Lock;Pochette;Care Booklet;Key;Removable Straps,2012,France,MM,3.75,15.5,,,Mahina,
3b39be84-ac84-4234-9276-fde310ea595e,Gucci,Brown GG Supreme Canvas Small Padlock Chain Tote,https://mygemma.com/cdn/shop/files/139003-fv_02c814d3-9505-483c-94d0-51c27eecbaf2_200x200.jpg?v=1727939193,Very Good,"$1,500",139003,"2,300",10.25 x 6.25 x 4.25,Clochette;Dustbag;Key,,Italy,Small,11.25,,,,,
840060e2-3418-4c4a-8dc5-fde366d39833,Saint Laurent,Khaki Canvas Black Calfskin Rive Gauche Tote,https://mygemma.com/cdn/shop/files/139001-fv_200x200.jpg?v=1727939174,Good,$750,139001,,18.75 x 14.0 x 7.0,Dustbag,2020,Italy,,6.25,,Khaki,,,
d109bce4-c63c-4de0-bdb7-1a6b0a54f9d6,Gucci,Black Matelasse Leather Small GG Marmont Chain Bag,https://mygemma.com/cdn/shop/files/138893-fv_200x200.jpg?v=1727939155,Very Good,"$1,250",138893,"1,790",9.5 x 5.25 x 2.75,Receipt,,Italy,Small,,22,,,,
82c05f7d-cfd3-4706-bd58-c73b69987587,Prada,Black Tessuto Nylon Small Bowler Bag,https://mygemma.com/cdn/shop/files/138827-fv_114ba508-2c96-42e6-8e9c-82049e23b0ee_200x200.jpg?v=1727911483,Very Good,$350,138827,,11.5 x 6.25 x 5.5,Care Booklet;Authenticity Card,,Italy,Small,7,,,110,,
13ffe25b-08f0-4d25-9e62-5366dad47a61,Louis Vuitton,Indigo Epi Twist Tote,https://mygemma.com/cdn/shop/files/138741-fv_6fc59a01-3385-4a96-a868-d29acf12d05a_200x200.jpg?v=1727939135,Good,"$1,900",138741,,12.0 x 9.0 x 5.0,Clochette;Dustbag;Care Booklet;Removable Straps,2018,France,,4.25,17,Indigo,,Epi Leather,
1c50aa57-a636-4a70-a125-9135b9d27797,Louis Vuitton,Cerise Monogram Vernis Montebello MM,https://mygemma.com/cdn/shop/files/138736-fv_200x200.jpg?v=1727939117,Very Good,"$1,350",138736,,15.0 x 10.0 x 5.75,Clochette;Dustbag;Lock;Care Booklet;Key;Removable Straps,2014,France,MM,4.5,,Cerise,,Vernis,
357178a7-4e82-4974-878c-e4bf8255d19c,Louis Vuitton,Monogram Eclipse Canvas Discovery Backpack,https://mygemma.com/cdn/shop/files/142019-fv_9f9e5617-78f6-4bb9-962a-39b211f45dc4_200x200.jpg?v=1727939078,Excellent,"$2,050",142019,"2,850",11.5 x 15.0 x 7.9,Dustbag;Gift Ribbon,2021-2023,France,,13,,,,,
559a856e-e246-4d29-88a0-c2bfc2dd524e,Louis Vuitton,Cherry Mini Lin Notebook,https://mygemma.com/cdn/shop/files/142006-fv_40c45b62-45bc-4674-b524-facc4906dc77_200x200.jpg?v=1727939061,Excellent,$280,142006,,4.0 x 5.25 x 0.5,,2002,France,,,,Mini Lin,,,
d038bee0-51ab-451a-bf0c-1112c0a48d76,Chanel,Navy Tweed Sequin Medium Pearl Handle Flap Bag,https://mygemma.com/cdn/shop/files/142458-fv_200x200.jpg?v=1727939012,Very Good,"$4,050",142458,,10.0 x 6.0 x 2.8,Dustbag,2019,Italy,,9.5,20.8,,,,
5ea18648-ca38-48f6-8446-dd57034501cf,Louis Vuitton,Monogram Canvas Artsy MM,https://mygemma.com/cdn/shop/files/142384-fv_6c256597-6566-46dc-8d18-a0bf780bbb12_200x200.jpg?v=1727911382,Excellent,"$1,750",142384,,16.5 x 12.0 x 7.0,,,US,MM,4,,LV Monogram,,,
094432ea-f244-4899-af78-4b73362c2167,Chanel,Black Lambskin CC Mania Camera Waist Bag,https://mygemma.com/cdn/shop/files/142377-fv_200x200.jpg?v=1727938993,Excellent,"$2,800",142377,,6.8 x 4.5 x 2.0,Dustbag,2019,Italy,,,14-16,,,,
4888cc91-210a-43e3-a379-2404d59460c3,Louis Vuitton,Rose Litchi Monogram Canvas Pallas Chain Bag,https://mygemma.com/cdn/shop/files/142368-fv_200x200.jpg?v=1727938975,Very Good,"$1,450",142368,,10.8 x 6.5 x 2.1,,2014,Spain,,,12-21.5,LV Monogram,,,
6ae5dc88-bc51-42e1-9f63-9aa8510dbd68,Bottega Veneta,Parakeet Intrecciato Nappa Mini Loop,https://mygemma.com/cdn/shop/files/142353-fv_200x200.jpg?v=1727943948,Good,"$1,050",142353,"2,100",6.5 x 4.5 x 2.5,Dustbag;Care Booklet;Retail Tag,,,Mini,,17-19.5,,,,
eb2572ff-771b-4002-94d2-24ec456483f3,Louis Vuitton,Fall In Love Monogram Canvas Onthego MM,https://mygemma.com/cdn/shop/files/142343-fv_f7a49db2-1ca5-474d-b1f0-e6c106394863_200x200.jpg?v=1727911328,Excellent,"$4,750",142343,,14.0 x 11.0 x 6.0,Dustbag,,France,MM,5,10,,,Monogram Fall In Love,
06dc9dac-d9e2-4dab-a27a-5f9cb8fe126a,Louis Vuitton,Monogram Canvas Montaigne MM,https://mygemma.com/cdn/shop/files/142342-fv_cd4d149a-0eac-4525-b682-26dcb7e4c2ee_200x200.jpg?v=1727938932,Excellent,"$1,850",142342,,13.0 x 9.0 x 6.0,,2017,Spain,MM,4.25,12,,,Monogram,
